No.,Country,Customer Name,Delivery Year ,Engine,Model Series,Order Month,Order Year,Region,Delivery Total,Order Total,Unfilled Orders
2774,Italy,Alitalia,1964,RR,DC-8,Oct,1962,Europe,1,1,
2775,Italy,Alitalia,1983,PW,MD-80,Oct,1982,Europe,2,2,
2776,Italy,Alitalia,1984,PW,MD-80,Oct,1982,Europe,10,10,
2777,Italy,Alitalia,1985,PW,MD-80,Oct,1982,Europe,11,11,
2778,Italy,Alitalia,1986,PW,MD-80,Oct,1982,Europe,7,7,
2779,Italy,Alitalia,1989,PW,MD-80,Oct,1987,Europe,2,2,
2780,Italy,Alitalia,1990,PW,MD-80,Oct,1987,Europe,1,1,
2781,Italy,Alitalia,1971,PW,DC-8,Nov,1969,Europe,1,1,
2782,Italy,Alitalia,1971,PW,DC-9,Nov,1969,Europe,2,2,
2783,Italy,Alitalia,1976,PW,727,Nov,1975,Europe,7,7,
2784,Italy,Alitalia,1980,PW,727,Nov,1978,Europe,2,2,
2785,Italy,Alitalia,1981,PW,727,Nov,1978,Europe,3,3,
2786,Italy,Alitalia,2002,GE,777-200ER,Nov,2000,Europe,4,4,
2787,Italy,Alitalia,2003,GE,777-200ER,Nov,2000,Europe,2,2,
2788,Italy,Alitalia,,PW,747-100,Dec,1966,Europe,0,2,
2789,Italy,Alitalia,1961,RR,DC-8,Dec,1959,Europe,2,2,
2790,Italy,Alitalia,1967,PW,DC-9,Dec,1965,Europe,8,8,
2791,Italy,Alitalia,1968,PW,DC-9,Dec,1965,Europe,16,16,
2792,Italy,Alitalia,1969,PW,DC-9,Dec,1965,Europe,4,4,
2793,Italy,Alitalia,1970,PW,747-100,Dec,1966,Europe,2,2,
2794,Italy,Alitalia,1978,PW,727,Dec,1977,Europe,2,2,
2795,Italy,Alitalia,1979,PW,727,Dec,1977,Europe,2,2,
2796,Italy,Alitalia,1990,PW,MD-80,Dec,1988,Europe,8,8,
2797,Italy,Alitalia,1991,PW,MD-80,Dec,1988,Europe,7,7,
2798,Italy,Alitalia,1992,PW,MD-80,Dec,1988,Europe,2,2,
2799,Italy,Italian Air Force,1974,PW,DC-9,Jan,1973,Europe,2,2,
2800,Italy,Italian Air Force Tanker,2003,GE,767-200ER,Apr,2002,Europe,1,1,
2801,Italy,Italian Air Force Tanker,2005,GE,767-200ER,Apr,2002,Europe,1,1,
2802,Italy,Italian Air Force Tanker,2006,GE,767-200ER,Apr,2002,Europe,1,1,
2803,Italy,Italian Air Force Tanker,2007,GE,767-200ER,Apr,2002,Europe,1,1,
2804,Jamaica,Air Jamaica-See CBL,1969,PW,DC-9,Jan,1969,Caribbean,2,2,
2805,Jamaica,Air Jamaica-See CBL,1974,PW,DC-9,Jun,1973,Caribbean,1,1,
2806,Jamaica,Air Jamaica-See CBL,1975,PW,727,Sep,1975,Caribbean,2,2,
2807,Jamaica,Air Jamaica-See CBL,1975,PW,727,Nov,1974,Caribbean,2,2,
2808,Japan,Air Nippon,1999,CF,737-500,May,1999,East Asia,1,1,
2809,Japan,Air Nippon,1999,CF,737-500,Jul,1999,East Asia,1,1,
2810,Japan,Air Nippon,1995,CF,737-500,Dec,1992,East Asia,3,3,
2811,Japan,Air Nippon,1996,CF,737-500,Dec,1992,East Asia,3,3,
2812,Japan,Air Nippon,1997,CF,737-500,Dec,1992,East Asia,1,1,
2813,Japan,Air Nippon,1997,CF,737-500,Dec,1996,East Asia,3,3,
2814,Japan,Air Nippon,1998,CF,737-500,Dec,1996,East Asia,4,4,
2815,Japan,"All Nippon Airways Co., Ltd.",,PW,777-200,Jan,1995,East Asia,0,1,
2816,Japan,"All Nippon Airways Co., Ltd.",1964,PW,727,Jan,1964,East Asia,1,1,
2817,Japan,"All Nippon Airways Co., Ltd.",1965,PW,727,Jan,1964,East Asia,3,3,
2818,Japan,"All Nippon Airways Co., Ltd.",1993,GE,747-400,Jan,1986,East Asia,1,1,
2819,Japan,"All Nippon Airways Co., Ltd.",1997,GE,767-300,Jan,1995,East Asia,1,1,
2820,Japan,"All Nippon Airways Co., Ltd.",1997,GE,767-300ER,Jan,1995,East Asia,1,1,
2821,Japan,"All Nippon Airways Co., Ltd.",1997,PW,777-200,Jan,1995,East Asia,1,1,
2822,Japan,"All Nippon Airways Co., Ltd.",1998,GE,767-300,Jan,1995,East Asia,1,1,
2823,Japan,"All Nippon Airways Co., Ltd.",2008,GE,777-300ER,Jan,1995,East Asia,1,1,
2824,Japan,"All Nippon Airways Co., Ltd.",2015,CF,737-800,Jan,2015,East Asia,2,2,
2825,Japan,"All Nippon Airways Co., Ltd.",2016,CF,737-800,Jan,2015,East Asia,3,3,
2826,Japan,"All Nippon Airways Co., Ltd.",,GE,747-400,Feb,1989,East Asia,0,6,
2827,Japan,"All Nippon Airways Co., Ltd.",1992,GE,747-400,Feb,1989,East Asia,1,1,
2828,Japan,"All Nippon Airways Co., Ltd.",1992,GE,747-400D,Feb,1989,East Asia,4,4,
2829,Japan,"All Nippon Airways Co., Ltd.",1993,GE,747-400D,Feb,1989,East Asia,4,4,
2830,Japan,"All Nippon Airways Co., Ltd.",1994,GE,747-400D,Feb,1989,East Asia,1,1,
2831,Japan,"All Nippon Airways Co., Ltd.",1995,GE,747-400D,Feb,1989,East Asia,2,2,
2832,Japan,"All Nippon Airways Co., Ltd.",1997,GE,747-400,Feb,1989,East Asia,1,1,
2833,Japan,"All Nippon Airways Co., Ltd.",1998,GE,747-400,Feb,1989,East Asia,1,1,
2834,Japan,"All Nippon Airways Co., Ltd.",2006,GE,777-300ER,Feb,2005,East Asia,2,0,
2835,Japan,"All Nippon Airways Co., Ltd.",2007,GE,777-300ER,Feb,2005,East Asia,2,2,
2836,Japan,"All Nippon Airways Co., Ltd.",2010,GE,777-300ER,Feb,2009,East Asia,2,2,
2837,Japan,"All Nippon Airways Co., Ltd.",,GE,787-9,Mar,2020,East Asia,0,1,1
2838,Japan,"All Nippon Airways Co., Ltd.",,GE,787-10,Mar,2020,East Asia,0,11,11
2839,Japan,"All Nippon Airways Co., Ltd.",,RR,787-10,Mar,2015,East Asia,0,1,1
2840,Japan,"All Nippon Airways Co., Ltd.",1966,PW,727,Mar,1966,East Asia,1,1,
2841,Japan,"All Nippon Airways Co., Ltd.",2002,GE,767-300ER,Mar,2001,East Asia,8,8,
2842,Japan,"All Nippon Airways Co., Ltd.",2003,GE,767-300ER,Mar,2001,East Asia,1,1,
2843,Japan,"All Nippon Airways Co., Ltd.",2009,GE,777-300ER,Mar,2007,East Asia,1,1,
2844,Japan,"All Nippon Airways Co., Ltd.",2010,GE,777-300ER,Mar,2007,East Asia,3,3,
2845,Japan,"All Nippon Airways Co., Ltd.",2014,CF,737-800,Mar,2013,East Asia,3,3,
2846,Japan,"All Nippon Airways Co., Ltd.",2015,CF,737-800,Mar,2013,East Asia,1,1,
2847,Japan,"All Nippon Airways Co., Ltd.",2019,RR,787-10,Mar,2015,East Asia,2,2,
2848,Japan,"All Nippon Airways Co., Ltd.",1967,PW,727,May,1967,East Asia,1,1,
2849,Japan,"All Nippon Airways Co., Ltd.",1980,GE,747-100,May,1980,East Asia,4,4,
2850,Japan,"All Nippon Airways Co., Ltd.",1981,GE,747-100,May,1980,East Asia,2,2,
2851,Japan,"All Nippon Airways Co., Ltd.",1999,PW,777-200ER,May,1997,East Asia,1,1,
2852,Japan,"All Nippon Airways Co., Ltd.",2000,PW,777-200ER,May,1997,East Asia,3,3,
2853,Japan,"All Nippon Airways Co., Ltd.",2012,RR,787-8,May,2009,East Asia,2,2,
2854,Japan,"All Nippon Airways Co., Ltd.",2014,RR,787-8,May,2009,East Asia,1,1,
2855,Japan,"All Nippon Airways Co., Ltd.",2017,RR,787-9,May,2009,East Asia,1,1,
2856,Japan,"All Nippon Airways Co., Ltd.",2018,RR,787-9,May,2009,East Asia,1,1,
2857,Japan,"All Nippon Airways Co., Ltd.",1970,PW,737-200,Jun,1969,East Asia,3,3,
2858,Japan,"All Nippon Airways Co., Ltd.",1970,PW,737-200,Jun,1970,East Asia,3,3,
2859,Japan,"All Nippon Airways Co., Ltd.",1974,PW,727,Jun,1973,East Asia,3,3,
2860,Japan,"All Nippon Airways Co., Ltd.",1978,PW,727,Jun,1977,East Asia,3,3,
2861,Japan,"All Nippon Airways Co., Ltd.",1979,GE,747-100,Jun,1978,East Asia,2,2,
2862,Japan,"All Nippon Airways Co., Ltd.",1979,PW,737-200,Jun,1978,East Asia,6,6,
2863,Japan,"All Nippon Airways Co., Ltd.",1980,GE,747-100,Jun,1978,East Asia,2,2,
2864,Japan,"All Nippon Airways Co., Ltd.",1989,GE,767-300ER,Jun,1989,East Asia,2,2,
2865,Japan,"All Nippon Airways Co., Ltd.",1990,GE,767-300,Jun,1989,East Asia,2,2,
2866,Japan,"All Nippon Airways Co., Ltd.",1991,GE,767-300,Jun,1989,East Asia,2,2,
2867,Japan,"All Nippon Airways Co., Ltd.",1991,GE,767-300ER,Jun,1989,East Asia,1,1,
2868,Japan,"All Nippon Airways Co., Ltd.",1992,GE,767-300,Jun,1989,East Asia,2,2,
2869,Japan,"All Nippon Airways Co., Ltd.",1992,GE,767-300ER,Jun,1989,East Asia,1,1,
2870,Japan,"All Nippon Airways Co., Ltd.",2005,CF,737-700,Jun,2003,East Asia,1,1,
2871,Japan,"All Nippon Airways Co., Ltd.",2006,CF,737-700,Jun,2003,East Asia,7,7,
2872,Japan,"All Nippon Airways Co., Ltd.",2007,CF,737-700,Jun,2003,East Asia,7,7,
2873,Japan,"All Nippon Airways Co., Ltd.",2008,CF,737-700,Jun,2003,East Asia,3,3,
2874,Japan,"All Nippon Airways Co., Ltd.",2008,CF,737-800,Jun,2003,East Asia,3,3,
2875,Japan,"All Nippon Airways Co., Ltd.",2009,CF,737-800,Jun,2003,East Asia,7,7,
2876,Japan,"All Nippon Airways Co., Ltd.",2010,CF,737-800,Jun,2003,East Asia,5,5,
2877,Japan,"All Nippon Airways Co., Ltd.",2011,CF,737-800,Jun,2003,East Asia,2,2,
2878,Japan,"All Nippon Airways Co., Ltd.",2012,CF,737-800,Jun,2003,East Asia,3,3,
2879,Japan,"All Nippon Airways Co., Ltd.",2013,CF,737-800,Jun,2003,East Asia,4,4,
2880,Japan,"All Nippon Airways Co., Ltd.",2014,CF,737-800,Jun,2003,East Asia,3,3,
2881,Japan,"All Nippon Airways Co., Ltd.",,RR,787-9,Jul,2014,East Asia,0,6,6
2882,Japan,"All Nippon Airways Co., Ltd.",1966,PW,727,Jul,1966,East Asia,1,1,
2883,Japan,"All Nippon Airways Co., Ltd.",1971,PW,727,Jul,1970,East Asia,8,8,
2884,Japan,"All Nippon Airways Co., Ltd.",1971,PW,737-200,Jul,1970,East Asia,3,3,
2885,Japan,"All Nippon Airways Co., Ltd.",1992,GE,767-300,Jul,1991,East Asia,1,1,
2886,Japan,"All Nippon Airways Co., Ltd.",1992,GE,767-300ER,Jul,1991,East Asia,1,1,
2887,Japan,"All Nippon Airways Co., Ltd.",1993,GE,767-300,Jul,1991,East Asia,5,5,
2888,Japan,"All Nippon Airways Co., Ltd.",1994,GE,767-300,Jul,1991,East Asia,3,3,
2889,Japan,"All Nippon Airways Co., Ltd.",1994,GE,767-300ER,Jul,1991,East Asia,1,1,
2890,Japan,"All Nippon Airways Co., Ltd.",1995,GE,767-300,Jul,1991,East Asia,1,1,
2891,Japan,"All Nippon Airways Co., Ltd.",2004,GE,777-300ER,Jul,2000,East Asia,1,1,
2892,Japan,"All Nippon Airways Co., Ltd.",2005,GE,777-300ER,Jul,2000,East Asia,2,2,
2893,Japan,"All Nippon Airways Co., Ltd.",2006,GE,777-300ER,Jul,2000,East Asia,2,2,
2894,Japan,"All Nippon Airways Co., Ltd.",2007,GE,777-300ER,Jul,2000,East Asia,1,1,
2895,Japan,"All Nippon Airways Co., Ltd.",2011,RR,787-8,Jul,2004,East Asia,3,3,
2896,Japan,"All Nippon Airways Co., Ltd.",2012,RR,787-8,Jul,2004,East Asia,12,12,
2897,Japan,"All Nippon Airways Co., Ltd.",2013,RR,787-8,Jul,2004,East Asia,6,6,
2898,Japan,"All Nippon Airways Co., Ltd.",2014,RR,787-8,Jul,2004,East Asia,8,8,
2899,Japan,"All Nippon Airways Co., Ltd.",2014,RR,787-9,Jul,2004,East Asia,2,2,
2900,Japan,"All Nippon Airways Co., Ltd.",2015,GE,777-300ER,Jul,2013,East Asia,3,3,
2901,Japan,"All Nippon Airways Co., Ltd.",2015,RR,787-8,Jul,2004,East Asia,3,3,
2902,Japan,"All Nippon Airways Co., Ltd.",2015,RR,787-9,Jul,2004,East Asia,7,7,
2903,Japan,"All Nippon Airways Co., Ltd.",2016,RR,787-8,Jul,2004,East Asia,1,1,
2904,Japan,"All Nippon Airways Co., Ltd.",2016,RR,787-9,Jul,2004,East Asia,4,4,
2905,Japan,"All Nippon Airways Co., Ltd.",2016,RR,787-9,Jul,2014,East Asia,1,1,
2906,Japan,"All Nippon Airways Co., Ltd.",2017,RR,787-9,Jul,2004,East Asia,3,3,
2907,Japan,"All Nippon Airways Co., Ltd.",2017,RR,787-9,Jul,2014,East Asia,2,2,
2908,Japan,"All Nippon Airways Co., Ltd.",2018,RR,787-9,Jul,2004,East Asia,1,1,
2909,Japan,"All Nippon Airways Co., Ltd.",2018,RR,787-9,Jul,2014,East Asia,1,1,
2910,Japan,"All Nippon Airways Co., Ltd.",2019,RR,787-9,Jul,2014,East Asia,1,1,
2911,Japan,"All Nippon Airways Co., Ltd.",2020,RR,787-9,Jul,2014,East Asia,2,2,
2912,Japan,"All Nippon Airways Co., Ltd.",2021,RR,787-9,Jul,2014,East Asia,1,1,
2913,Japan,"All Nippon Airways Co., Ltd.",1965,PW,727,Aug,1964,East Asia,2,2,
2914,Japan,"All Nippon Airways Co., Ltd.",1969,PW,737-200,Aug,1968,East Asia,2,2,
2915,Japan,"All Nippon Airways Co., Ltd.",1970,PW,737-200,Aug,1968,East Asia,2,2,
2916,Japan,"All Nippon Airways Co., Ltd.",2002,GE,767-300F,Aug,2001,East Asia,1,1,
2917,Japan,"All Nippon Airways Co., Ltd.",2006,GE,767-300F,Aug,2005,East Asia,1,1,
2918,Japan,"All Nippon Airways Co., Ltd.",2007,GE,767-300ER,Aug,2005,East Asia,2,2,
2919,Japan,"All Nippon Airways Co., Ltd.",,GE,767-300ER,Sep,2008,East Asia,0,5,
2920,Japan,"All Nippon Airways Co., Ltd.",,RR,787-9,Sep,2012,East Asia,0,1,1
2921,Japan,"All Nippon Airways Co., Ltd.",1972,PW,727,Sep,1971,East Asia,8,8,
2922,Japan,"All Nippon Airways Co., Ltd.",1972,PW,737-200,Sep,1971,East Asia,3,3,
2923,Japan,"All Nippon Airways Co., Ltd.",1973,PW,727,Sep,1972,East Asia,5,5,
2924,Japan,"All Nippon Airways Co., Ltd.",1978,GE,747-100,Sep,1977,East Asia,2,2,
2925,Japan,"All Nippon Airways Co., Ltd.",1979,GE,747-100,Sep,1977,East Asia,1,1,
2926,Japan,"All Nippon Airways Co., Ltd.",1998,PW,777-300,Sep,1995,East Asia,4,4,
2927,Japan,"All Nippon Airways Co., Ltd.",1999,PW,777-300,Sep,1995,East Asia,1,1,
2928,Japan,"All Nippon Airways Co., Ltd.",2003,PW,777-300,Sep,1995,East Asia,2,2,
2929,Japan,"All Nippon Airways Co., Ltd.",2005,PW,777-200,Sep,1995,East Asia,2,2,
2930,Japan,"All Nippon Airways Co., Ltd.",2006,PW,777-200ER,Sep,1995,East Asia,1,1,
2931,Japan,"All Nippon Airways Co., Ltd.",2010,GE,767-300ER,Sep,2008,East Asia,2,2,
2932,Japan,"All Nippon Airways Co., Ltd.",2011,GE,767-300ER,Sep,2008,East Asia,2,2,
2933,Japan,"All Nippon Airways Co., Ltd.",2016,RR,787-9,Sep,2012,East Asia,7,7,
2934,Japan,"All Nippon Airways Co., Ltd.",2019,RR,787-9,Sep,2012,East Asia,2,2,
2935,Japan,"All Nippon Airways Co., Ltd.",2020,RR,787-9,Sep,2012,East Asia,1,1,
2936,Japan,"All Nippon Airways Co., Ltd.",1983,GE,767-200,Oct,1979,East Asia,6,6,
2937,Japan,"All Nippon Airways Co., Ltd.",1984,GE,767-200,Oct,1979,East Asia,7,7,
2938,Japan,"All Nippon Airways Co., Ltd.",1985,GE,767-200,Oct,1979,East Asia,8,8,
2939,Japan,"All Nippon Airways Co., Ltd.",1986,GE,767-200,Oct,1979,East Asia,2,2,
2940,Japan,"All Nippon Airways Co., Ltd.",1987,GE,747-200,Oct,1986,East Asia,1,1,
2941,Japan,"All Nippon Airways Co., Ltd.",1987,GE,767-200,Oct,1979,East Asia,2,2,
2942,Japan,"All Nippon Airways Co., Ltd.",1989,GE,747-200,Oct,1986,East Asia,1,1,
2943,Japan,"All Nippon Airways Co., Ltd.",1990,GE,747-400,Oct,1986,East Asia,2,2,
2944,Japan,"All Nippon Airways Co., Ltd.",1991,GE,747-400,Oct,1986,East Asia,3,3,
2945,Japan,"All Nippon Airways Co., Ltd.",1995,GE,767-300,Oct,1992,East Asia,1,1,
2946,Japan,"All Nippon Airways Co., Ltd.",1997,GE,767-300ER,Oct,1992,East Asia,1,1,
2947,Japan,"All Nippon Airways Co., Ltd.",,PW,777-200,Nov,1997,East Asia,0,1,
2948,Japan,"All Nippon Airways Co., Ltd.",1999,GE,747-400,Nov,1997,East Asia,2,2,
2949,Japan,"All Nippon Airways Co., Ltd.",,GE,767-300ER,Dec,2001,East Asia,0,4,
2950,Japan,"All Nippon Airways Co., Ltd.",,PW,777-200,Dec,1990,East Asia,0,3,
2951,Japan,"All Nippon Airways Co., Ltd.",1981,GE,747-100,Dec,1980,East Asia,2,2,
2952,Japan,"All Nippon Airways Co., Ltd.",1982,GE,747-100,Dec,1980,East Asia,2,2,
2953,Japan,"All Nippon Airways Co., Ltd.",1986,GE,747-200,Dec,1985,East Asia,2,2,
2954,Japan,"All Nippon Airways Co., Ltd.",1986,GE,747-200,Dec,1986,East Asia,1,1,
2955,Japan,"All Nippon Airways Co., Ltd.",1987,GE,767-300,Dec,1985,East Asia,4,4,
2956,Japan,"All Nippon Airways Co., Ltd.",1988,GE,767-300,Dec,1985,East Asia,5,5,
2957,Japan,"All Nippon Airways Co., Ltd.",1989,GE,767-300,Dec,1985,East Asia,4,4,
2958,Japan,"All Nippon Airways Co., Ltd.",1990,GE,767-300,Dec,1985,East Asia,2,2,
2959,Japan,"All Nippon Airways Co., Ltd.",1995,PW,777-200,Dec,1990,East Asia,2,2,
2960,Japan,"All Nippon Airways Co., Ltd.",1996,PW,777-200,Dec,1990,East Asia,4,4,
2961,Japan,"All Nippon Airways Co., Ltd.",1997,PW,777-200,Dec,1990,East Asia,2,2,
2962,Japan,"All Nippon Airways Co., Ltd.",1998,PW,777-200,Dec,1990,East Asia,3,3,
2963,Japan,"All Nippon Airways Co., Ltd.",2000,GE,747-400,Dec,1999,East Asia,1,1,
2964,Japan,"All Nippon Airways Co., Ltd.",2004,GE,767-300ER,Dec,2001,East Asia,2,2,
2965,Japan,"All Nippon Airways Co., Ltd.",2004,PW,777-200,Dec,2001,East Asia,2,2,
2966,Japan,"All Nippon Airways Co., Ltd.",2005,GE,767-300ER,Dec,2001,East Asia,1,1,
2967,Japan,"All Nippon Airways Co., Ltd.",2005,GE,767-300F,Dec,2001,East Asia,1,1,
2968,Japan,"All Nippon Airways Co., Ltd.",2006,GE,767-300F,Dec,2001,East Asia,1,1,
2969,Japan,"All Nippon Airways Co., Ltd.",2006,PW,777-200ER,Dec,2001,East Asia,2,2,
2970,Japan,"All Nippon Airways Co., Ltd.",2007,GE,777-300ER,Dec,1990,East Asia,1,1,
2971,Japan,"All Nippon Airways Co., Ltd.",2008,GE,767-300ER,Dec,2006,East Asia,1,0,
2972,Japan,"All Nippon Airways Co., Ltd.",2008,GE,777-300ER,Dec,2001,East Asia,1,1,
2973,Japan,"All Nippon Airways Co., Ltd.",2009,GE,767-300ER,Dec,2006,East Asia,1,0,
2974,Japan,"All Nippon Airways Co., Ltd.",2011,GE,767-300ER,Dec,2009,East Asia,3,3,
2975,Japan,"All Nippon Airways Co., Ltd.",2012,GE,767-300ER,Dec,2009,East Asia,2,2,
2976,Japan,"All Nippon Airways Co., Ltd.",2012,PW,777-200ER,Dec,2009,East Asia,2,2,
2977,Japan,"All Nippon Airways Co., Ltd.",2013,PW,777-200ER,Dec,2009,East Asia,3,3,
2978,Japan,ANA Holdings Inc.,2018,GE,777F,Mar,2018,East Asia,1,1,
2979,Japan,ANA Holdings Inc.,2019,GE,777F,Mar,2018,East Asia,1,1,
2980,Japan,ANA Holdings Inc.,,GE,777X,Jul,2014,East Asia,0,20,20
2981,Japan,ANA Holdings Inc.,2019,GE,777-300ER,Jul,2014,East Asia,6,6,
2982,Japan,Atlantis Aviation Corporation,2021,GE,787-9,Sep,2018,East Asia,2,2,
2983,Japan,BDS Japan International Tanker,,PW,767-2C,Nov,2020,East Asia,0,2,2
2984,Japan,BDS Japan International Tanker,2021,PW,767-2C,Nov,2018,East Asia,1,1,
2985,Japan,BDS Japan International Tanker,2021,PW,767-2C,Dec,2018,East Asia,1,1,
2986,Japan,Government of Japan,1991,GE,747-400,Dec,1987,East Asia,2,2,
2987,Japan,ITOCHU Corporation,1996,GE,767-200ER,Oct,1994,East Asia,1,1,
2988,Japan,ITOCHU Corporation,1997,GE,767-200ER,Oct,1994,East Asia,1,1,
2989,Japan,ITOCHU Corporation,1994,GE,767-200ER,Nov,1993,East Asia,1,1,
2990,Japan,ITOCHU Corporation,1995,GE,767-200ER,Nov,1993,East Asia,1,1,
2991,Japan,Japan Airlines,,PW,777-200,Jan,1992,East Asia,0,3,
2992,Japan,Japan Airlines,1960,PW,DC-8,Jan,1956,East Asia,3,3,
2993,Japan,Japan Airlines,1960,PW,DC-8,Jan,1960,East Asia,1,1,
2994,Japan,Japan Airlines,1961,PW,DC-8,Jan,1956,East Asia,1,1,
2995,Japan,Japan Airlines,1964,PW,DC-8,Jan,1964,East Asia,1,1,
2996,Japan,Japan Airlines,1965,PW,727,Jan,1964,East Asia,2,2,
2997,Japan,Japan Airlines,1965,PW,DC-8,Jan,1964,East Asia,2,2,
2998,Japan,Japan Airlines,1966,PW,727,Jan,1964,East Asia,4,4,
2999,Japan,Japan Airlines,1967,PW,727,Jan,1967,East Asia,2,2,
3000,Japan,Japan Airlines,1979,PW,747-200,Jan,1978,East Asia,4,4,
3001,Japan,Japan Airlines,1986,PW,747-100,Jan,1985,East Asia,1,1,
3002,Japan,Japan Airlines,1986,PW,747-200,Jan,1985,East Asia,2,2,
3003,Japan,Japan Airlines,1996,PW,777-200,Jan,1992,East Asia,3,3,
3004,Japan,Japan Airlines,1997,PW,777-200,Jan,1992,East Asia,2,2,
3005,Japan,Japan Airlines,2003,PW,777-200,Jan,1992,East Asia,1,1,
3006,Japan,Japan Airlines,2005,PW,777-200,Jan,1992,East Asia,1,1,
3007,Japan,Japan Airlines,2015,GE,787-9,Jan,2012,East Asia,1,1,
3008,Japan,Japan Airlines,2016,GE,787-9,Jan,2012,East Asia,1,1,
3009,Japan,Japan Airlines,2017,GE,787-9,Jan,2012,East Asia,2,2,
3010,Japan,Japan Airlines,2018,GE,787-9,Jan,2012,East Asia,2,2,
3011,Japan,Japan Airlines,2019,GE,787-9,Jan,2012,East Asia,2,2,
3012,Japan,Japan Airlines,2020,GE,787-9,Jan,2012,East Asia,2,2,
3013,Japan,Japan Airlines,1967,PW,DC-8,Feb,1966,East Asia,1,1,
3014,Japan,Japan Airlines,1968,PW,DC-8,Feb,1966,East Asia,4,4,
3015,Japan,Japan Airlines,1969,PW,DC-8,Feb,1967,East Asia,1,1,
3016,Japan,Japan Airlines,1978,PW,DC-10,Feb,1978,East Asia,1,1,
3017,Japan,Japan Airlines,1979,PW,747-200,Feb,1979,East Asia,2,2,
3018,Japan,Japan Airlines,1980,PW,747-100,Feb,1979,East Asia,2,2,
3019,Japan,Japan Airlines,1980,PW,747-200,Feb,1979,East Asia,1,1,
3020,Japan,Japan Airlines,1987,PW,747-300,Feb,1987,East Asia,1,1,
3021,Japan,Japan Airlines,1987,PW,767-300,Feb,1987,East Asia,2,2,
3022,Japan,Japan Airlines,1988,PW,747-300,Feb,1987,East Asia,2,2,
3023,Japan,Japan Airlines,1988,PW,767-300,Feb,1987,East Asia,2,2,
3024,Japan,Japan Airlines,,GE,777-300ER,Mar,2007,East Asia,0,5,
3025,Japan,Japan Airlines,1974,PW,747-100,Mar,1974,East Asia,1,1,
3026,Japan,Japan Airlines,1974,PW,747-200,Mar,1974,East Asia,2,2,
3027,Japan,Japan Airlines,1975,PW,747-100,Mar,1974,East Asia,2,2,
3028,Japan,Japan Airlines,1975,PW,747-200,Mar,1974,East Asia,1,1,
3029,Japan,Japan Airlines,1983,PW,747-300,Mar,1983,East Asia,2,2,
3030,Japan,Japan Airlines,1995,CF,737-400,Mar,1995,East Asia,2,2,
3031,Japan,Japan Airlines,1996,CF,737-400,Mar,1995,East Asia,1,1,
3032,Japan,Japan Airlines,1997,CF,737-400,Mar,1995,East Asia,1,1,
3033,Japan,Japan Airlines,2004,GE,777-300ER,Mar,2000,East Asia,2,2,
3034,Japan,Japan Airlines,2005,GE,777-300ER,Mar,2000,East Asia,2,2,
3035,Japan,Japan Airlines,2006,GE,777-300ER,Mar,2000,East Asia,2,2,
3036,Japan,Japan Airlines,2008,GE,777-300ER,Mar,2000,East Asia,2,2,
3037,Japan,Japan Airlines,2014,GE,787-8,Mar,2007,East Asia,1,1,
3038,Japan,Japan Airlines,2016,GE,787-8,Mar,2007,East Asia,1,1,
3039,Japan,Japan Airlines,2016,GE,787-9,Mar,2007,East Asia,2,2,
3040,Japan,Japan Airlines,2018,GE,787-9,Mar,2007,East Asia,1,1,
3041,Japan,Japan Airlines,2019,GE,787-8,Mar,2017,East Asia,3,3,
3042,Japan,Japan Airlines,2020,GE,787-8,Mar,2017,East Asia,1,1,
3043,Japan,Japan Airlines,1979,PW,DC-10,Apr,1977,East Asia,2,2,
3044,Japan,Japan Airlines,1993,PW,MD-11,Apr,1990,East Asia,2,2,
3045,Japan,Japan Airlines,1994,PW,MD-11,Apr,1990,East Asia,3,3,
3046,Japan,Japan Airlines,1995,PW,MD-11,Apr,1990,East Asia,3,3,
3047,Japan,Japan Airlines,1996,PW,MD-11,Apr,1990,East Asia,1,1,
3048,Japan,Japan Airlines,1997,PW,MD-11,Apr,1990,East Asia,1,1,
3049,Japan,Japan Airlines,,GE,747-400,May,1990,East Asia,0,1,
3050,Japan,Japan Airlines,,NS,747-400,May,1990,East Asia,0,5,
3051,Japan,Japan Airlines,1971,PW,747-200,May,1967,East Asia,3,3,
3052,Japan,Japan Airlines,1988,PW,747-300,May,1987,East Asia,2,2,
3053,Japan,Japan Airlines,1992,GE,747-400,May,1990,East Asia,1,1,
3054,Japan,Japan Airlines,1992,GE,747-400D,May,1990,East Asia,4,4,
3055,Japan,Japan Airlines,1993,GE,747-400,May,1990,East Asia,2,2,
3056,Japan,Japan Airlines,1993,GE,747-400D,May,1990,East Asia,2,2,
3057,Japan,Japan Airlines,1994,GE,747-400,May,1990,East Asia,2,2,
3058,Japan,Japan Airlines,1998,GE,747-400,May,1990,East Asia,1,1,
3059,Japan,Japan Airlines,2006,CF,737-800,May,2005,East Asia,1,1,
3060,Japan,Japan Airlines,2007,CF,737-800,May,2005,East Asia,6,6,
3061,Japan,Japan Airlines,2008,CF,737-800,May,2005,East Asia,9,9,
3062,Japan,Japan Airlines,2009,CF,737-800,May,2005,East Asia,9,9,
3063,Japan,Japan Airlines,2010,CF,737-800,May,2005,East Asia,5,5,
3064,Japan,Japan Airlines,2012,GE,787-8,May,2005,East Asia,7,7,
3065,Japan,Japan Airlines,2013,GE,787-8,May,2005,East Asia,6,6,
